command,text_orig,name,focus,image,name2,index,text,jp_text,jp_name,text_match
name,我刚才听到了，罗德岛的领袖。卡特斯人，你要独自前往指挥塔？,盾卫,,,,22,我刚才听到了，罗德岛的领袖。卡特斯人，你要独自前往指挥塔？,さっき聞いたぞ、ロドスのリーダーよ。カーターズの者よ、一人で指揮塔へ行くのか？,盾衛,True
character,,char_002_amiya_1#7,1,,avg_npc_058,23,,,char_002_amiya_1#7,True
name,......是，也不是。,阿米娅,,,,24,......是，也不是。,……そうでもあり、そうでもありません。,アーミヤ,True
character,,char_002_amiya_1#7,2,,avg_npc_058,25,,,char_002_amiya_1#7,True
name,解释一下。,盾卫,,,,26,解释一下。,説明しろ。,盾衛,True
character,,char_002_amiya_1#7,1,,avg_npc_058,27,,,char_002_amiya_1#7,True
name,面对塔露拉的时候，可能只会有我一个。,阿米娅,,,,28,面对塔露拉的时候，可能只会有我一个。,タルラに直面するとき、私一人かもしれません。,アーミヤ,True
name,也许，会有一位来自龙门的战士帮助我......但我假定只有我一个。,阿米娅,,,,29,也许，会有一位来自龙门的战士帮助我......但我假定只有我一个。,もしかすると、龍門から来た戦士が助けてくれるかもしれません……しかし私は一人だけだと仮定しています。,アーミヤ,True
character,,char_002_amiya_1#7,2,,avg_npc_058,30,,,char_002_amiya_1#7,True
name,你一个人怎么杀死她？你不是大尉。,盾卫,,,,31,你一个人怎么杀死她？你不是大尉。,お前一人でどうやって彼女を倒す？お前は大尉じゃないだろう。,盾衛,True
character,,char_002_amiya_1,1,,avg_npc_058,32,,,char_002_amiya_1,True
name,但是，各位也不是。我们人越多，战斗起来就越束手束脚，何况塔露拉比爱国者先生更擅长短时间内压制战场的法术。,阿米娅,,,,33,但是，各位也不是。我们人越多，战斗起来就越束手束脚，何况塔露拉比爱国者先生更擅长短时间内压制战场的法术。,ですが、皆さんもそうではありません。数が多ければ多いほど戦いに縛られてしまいますし、ましてやタルラはパトリオット氏よりも短時間で戦場を制圧する術に長けています。,アーミヤ,True
name,我要带一支小队进去，只是因为指挥塔内必定也还有其他敌人。,阿米娅,,,,34,我要带一支小队进去，只是因为指挥塔内必定也还有其他敌人。,私は小隊を連れて行きます。指揮塔の中には確実に他の敵もいるからです。,アーミヤ,True
character,,char_002_amiya_1,2,,avg_npc_058,35,,,char_002_amiya_1,True
name,够吗？,盾卫,,,,36,够吗？,それで足りますか？,盾衛,True
character,,char_002_amiya_1,1,,avg_npc_058,37,,,char_002_amiya_1,True
name,我相信我的小队成员。他们都是最可靠也最擅长应对各种状况的战士。如果有我们没法处理的情况，我们会征求你们的帮助。,阿米娅,,,,38,我相信我的小队成员。他们都是最可靠也最擅长应对各种状况的战士。如果有我们没法处理的情况，我们会征求你们的帮助。,私は自分の小隊メンバーを信じています。皆、最も信頼でき、さまざまな状況に対応するのが得意な戦士たちです。もし対処できない場合は、皆さんの助けを求めます。,アーミヤ,True
character,,char_002_amiya_1,2,,avg_npc_058,39,,,char_002_amiya_1,True
name,你想将我们排除在决战之外？,盾卫,,,,40,你想将我们排除在决战之外？,我々を決戦から除外しようというのか？,盾衛,True
character,,char_002_amiya_1#7,1,,avg_npc_058,41,,,char_002_amiya_1#7,True
name,不，我不想主导这次战斗，只不过，先生，游击队有只有你们才能处理的战场。,阿米娅,,,,42,不，我不想主导这次战斗，只不过，先生，游击队有只有你们才能处理的战场。,いいえ、この戦いを主導したいわけではありません。ただし、先生、ゲリラ隊にはあなただけが対処できる戦場があります。,アーミヤ,True
character,,char_002_amiya_1#7,2,,avg_npc_058,43,,,char_002_amiya_1#7,True
name,你想让我们阻止其他人进入指挥塔。,盾卫,,,,44,你想让我们阻止其他人进入指挥塔。,我々に他の者が指揮塔へ入るのを阻止させたいのだな。,盾衛,True
character,,char_002_amiya_1#7,1,,avg_npc_058,45,,,char_002_amiya_1#7,True
name,没错。,阿米娅,,,,46,没错。,はい、その通りです。,アーミヤ,True
character,,avg_npc_042,1,,char_002_amiya_1#7,47,,,avg_npc_042,True
name,......阿米娅，你不想让我去？,迷迭香,,,,48,......阿米娅，你不想让我去？,……アーミヤ、私を行かせたくないのね？,ローズマリー,True
character,,avg_npc_042,2,,char_002_amiya_1,49,,,avg_npc_042,True
name,在指挥塔外的战场上你会更安全。,阿米娅,,,,50,在指挥塔外的战场上你会更安全。,指揮塔の外の戦場のほうが、あなたはより安全です。,ドクター・アーミヤ,True
character,,avg_npc_042,1,,char_002_amiya_1,51,,,avg_npc_042,True
name,你不想让我和你一起战斗吗？我们两个人对抗塔露拉......！,迷迭香,,,,52,你不想让我和你一起战斗吗？我们两个人对抗塔露拉......！,私と一緒に戦ってくれませんか？私たち二人でタルラに立ち向かいましょう……！,ローズマリー,True
character,,avg_npc_042,2,,char_002_amiya_1,53,,,avg_npc_042,True
name,迷迭香，塔露拉的法术饱含能量，你也许很擅长处理各种物理上的伤害方式，但是，火焰的话......,阿米娅,,,,54,迷迭香，塔露拉的法术饱含能量，你也许很擅长处理各种物理上的伤害方式，但是，火焰的话......,ローズマリー、タルラの魔法はエネルギーに満ちています。あなたは物理的なダメージには強いかもしれませんが、火炎に関しては……。,ドクター・アーミヤ,True
character,,avg_npc_042,1,,char_002_amiya_1,55,,,avg_npc_042,True
name,可我......可她......她杀了Ace，杀了我那么多的亲人！,迷迭香,,,,56,可我......可她......她杀了Ace，杀了我那么多的亲人！,でも……でも彼女は……エースを殺し、私のたくさんの親族を殺しました！,ローズマリー,True
name,我为什么不能去？,迷迭香,,,,57,我为什么不能去？,なぜ私が行けないのですか？,ローズマリー,True
character,,avg_npc_042,2,,char_002_amiya_1#4,58,,,avg_npc_042,True
name,......,阿米娅,,,,59,......,……,ドクター・アーミヤ,True
character,,avg_npc_042,1,,char_002_amiya_1#4,60,,,avg_npc_042,True
name,我不擅长......我该怎么办？我能怎么办？我以前也有很多事情不擅长的！,迷迭香,,,,61,我不擅长......我该怎么办？我能怎么办？我以前也有很多事情不擅长的！,私は得意ではなくて……どうすればいいの？どうしたらいいの？以前も多くのことが苦手でした！,ローズマリー,True
character,,avg_npc_042,2,,char_002_amiya_1#4,62,,,avg_npc_042,True
name,你恨塔露拉。,阿米娅,,,,63,你恨塔露拉。,あなたはタルラを憎んでいますね。,ドクター・アーミヤ,True
character,,avg_npc_042,1,,char_002_amiya_1#4,64,,,avg_npc_042,True
name,不然呢，不然呢！我难道不能恨她吗？,迷迭香,,,,65,不然呢，不然呢！我难道不能恨她吗？,そうじゃない、そうじゃない！彼女を憎んではいけませんか？,ローズマリー,True
character,,avg_npc_042,2,,char_002_amiya_1#4,66,,,avg_npc_042,True
name,迷迭香......,阿米娅,,,,67,迷迭香......,ローズマリー……,ドクター・アーミヤ,True
name,你问的这些我也没有答案。我不能说你不能恨一个你没见过的人......,阿米娅,,,,68,你问的这些我也没有答案。我不能说你不能恨一个你没见过的人......,あなたの問いに私も答えはありません。会ったことのない人を憎んではいけないとは言えません……。,ドクター・アーミヤ,True
name,只是，迷迭香......分别之前，我有一个命令。,阿米娅,,,,69,只是，迷迭香......分别之前，我有一个命令。,ただ、ローズマリー……別れる前に、私には一つの命令があります。,ドクター・アーミヤ,True
character,,avg_npc_042,1,,char_002_amiya_1#4,70,,,avg_npc_042,True
name,命令？,迷迭香,,,,71,命令？,命令ですか？,ローズマリー,True
character,,avg_npc_042,2,,char_002_amiya_1,72,,,avg_npc_042,True
name,是。,阿米娅,,,,73,是。,はい。,ドクター・アーミヤ,True
character,,avg_npc_042,1,,char_002_amiya_1,74,,,avg_npc_042,True
name,命令一定要遵守......凯尔希说过，精英干员要做到。我......,迷迭香,,,,75,命令一定要遵守......凯尔希说过，精英干员要做到。我......,命令は必ず守らなきゃ……ケルシーが言ってました、エリートオペレーターはそうでなきゃいけないって。私は……,ローズマリー,True
character,,avg_npc_042,2,,char_002_amiya_1,76,,,avg_npc_042,True
name,嗯。,阿米娅,,,,77,嗯。,はい。,ドクター・アーミヤ,True
name,——Logos在我们临走前也对我说过，爱国者一生很少把别人称作强敌......,阿米娅,,,,78,——Logos在我们临走前也对我说过，爱国者一生很少把别人称作强敌......,——ロゴスは私たちが立ち去る前に言いました、愛国者は生涯ほとんど他人を宿敵とは呼ばない……。,ドクター・アーミヤ,True
name,以至于他喜欢用符号、特征和装备称呼别人，反而不太用姓名和种族来代指。,阿米娅,,,,79,以至于他喜欢用符号、特征和装备称呼别人，反而不太用姓名和种族来代指。,だからこそ彼は、記号や特徴、装備で他人を呼ぶのを好み、名前や種族で指すことはあまりしません。,ドクター・アーミヤ,True
name,但是他在刚才，他用菲林来叫你。,阿米娅,,,,80,但是他在刚才，他用菲林来叫你。,しかし先ほど、彼はあなたをフェリンと呼びました。,ドクター・アーミヤ,True
name,也许他认可你了。,阿米娅,,,,81,也许他认可你了。,もしかすると彼はあなたを認めたのかもしれません。,ドクター・アーミヤ,True
character,,avg_npc_042,1,,char_002_amiya_1,82,,,avg_npc_042,True
name,他也这么叫你，他叫你卡特斯。认可什么？认可我这副让人害怕的样子吗？我不想被这么看待。,迷迭香,,,,83,他也这么叫你，他叫你卡特斯。认可什么？认可我这副让人害怕的样子吗？我不想被这么看待。,彼もあなたをそう呼び、あなたはカータスと呼ばれています。認めるって何を？私の怖がられる姿を認めるってこと？私はそう見られたくありません。,ローズマリー,True
character,,avg_npc_042,2,,char_002_amiya_1,84,,,avg_npc_042,True
name,......但是，如果说许多人把我们当作怪物，那爱国者先生已经被当作怪物很多很多年了。,阿米娅,,,,85,......但是，如果说许多人把我们当作怪物，那爱国者先生已经被当作怪物很多很多年了。,……でも、多くの人が私たちを怪物と見るなら、愛国者さんは何十年も怪物として見られてきました。,ドクター・アーミヤ,True
name,我们的身体里都藏着可怕的法术，没错。,阿米娅,,,,86,我们的身体里都藏着可怕的法术，没错。,私たちの体には恐ろしい魔術が秘められているのは確かです。,ドクター・アーミヤ,True
name,但他当我们是人。当我们是......人类。,阿米娅,,,,87,但他当我们是人。当我们是......人类。,しかし彼は私たちを人として見ています。私たちを……人間として。,ドクター・アーミヤ,True
character,,avg_npc_042,1,,char_002_amiya_1,88,,,avg_npc_042,True
name,不是同类吗？都是些......可怕的，一直会被人讨厌的东西。,迷迭香,,,,89,不是同类吗？都是些......可怕的，一直会被人讨厌的东西。,同じ仲間じゃないの？みんな……恐ろしい、いつも人に嫌われているものじゃないの。,ローズマリー,True
character,,avg_npc_042,2,,char_002_amiya_1,90,,,avg_npc_042,True
name,不。你看看这些游击队战士，这些跟随过其他整合运动领袖的战士，我们的战士......,阿米娅,,,,91,不。你看看这些游击队战士，这些跟随过其他整合运动领袖的战士，我们的战士......,いいえ。これらのゲリラ戦士、かつて他の統合運動の指導者に従った戦士たち、私たちの戦士を見てごらんなさい……。,ドクター・アーミヤ,True
name,好的作为会赢得别人尊敬。坏的行为会被别人嫌恶讨厌。,阿米娅,,,,92,好的作为会赢得别人尊敬。坏的行为会被别人嫌恶讨厌。,良い行いは他人の尊敬を勝ち取り、悪い行いは嫌悪されます。,ドクター・アーミヤ,True
name,我们的所作所为才是别人判断我们的途径。就像队员们拥护你，就像盾卫拥护爱国者，就像我们愿意信任凯尔希医生。,阿米娅,,,,93,我们的所作所为才是别人判断我们的途径。就像队员们拥护你，就像盾卫拥护爱国者，就像我们愿意信任凯尔希医生。,私たちの行動こそが他者が私たちを判断する道です。隊員たちがあなたを支持し、シールドガードが愛国者を支持し、私たちがケルシー博士を信頼するように。,ドクター・アーミヤ,True
name,迷迭香，我的命令是，你要活下去，也要保证大家能够尽可能地活下去。,阿米娅,,,,94,迷迭香，我的命令是，你要活下去，也要保证大家能够尽可能地活下去。,ローズマリー、私の命令です。あなたは生き延びなくてはならない、そしてみんなができるだけ生き延びられるように守らなくてはなりません。,ドクター・アーミヤ,True
name,为此，哪怕我会死去，你也不能来。,阿米娅,,,,95,为此，哪怕我会死去，你也不能来。,そのために、たとえ私が死んでも、あなたは来てはいけません。,ドクター・アーミヤ,True
character,,avg_npc_042,1,,char_002_amiya_1,96,,,avg_npc_042,True
name,阿米娅！可你是......我的朋友，我怎么能让......让你一个人！,迷迭香,,,,97,阿米娅！可你是......我的朋友，我怎么能让......让你一个人！,アーミヤ！でもあなたは……私の友達です、どうして……どうしてあなたを一人にさせられますか！,ローズマリー,True
character,,char_002_amiya_1#7,,,,98,,,char_002_amiya_1#7,True
name,不！迷迭香。我保证。,阿米娅,,,,99,不！迷迭香。我保证。,いいえ！ローズマリー。私が約束します。,ドクター・アーミヤ,True
name,我保证我也会活着回来。,阿米娅,,,,100,我保证我也会活着回来。,わたくしも必ず生きて帰ることを約束いたします。,アーミヤ,True
name,所以，不管有人说了什么，不管有人说我遭遇了什么，我们都要各自做主，先完成我们自己的目标。,阿米娅,,,,101,所以，不管有人说了什么，不管有人说我遭遇了什么，我们都要各自做主，先完成我们自己的目标。,ですので、誰かが何を言おうと、誰かがわたくしに何が起きたと言おうと、私たちは各々自分で決断し、まず自分の目標を達成しなければなりません。,アーミヤ,True
name,我们都要活下去。,阿米娅,,,,102,我们都要活下去。,私たちは皆、生き続けなければなりません。,アーミヤ,True
name,这个命令，也给在场的所有人。,阿米娅,,,,103,这个命令，也给在场的所有人。,この命令は、ここにいるすべての方々にも向けられています。,アーミヤ,True
name,活下去。,阿米娅,,,,104,活下去。,生き抜いてください。,アーミヤ,True
name,切城营救行动，是为了拯救生命。,阿米娅,,,,105,切城营救行动，是为了拯救生命。,切城救出作戦は、命を救うためのものです。,アーミヤ,True
name,核心城潜入行动，也是为了拯救生命。,阿米娅,,,,106,核心城潜入行动，也是为了拯救生命。,核心都市への潜入作戦も、命を救うためのものです。,アーミヤ,True
name,我们不说“为了某种事业我们能抛弃生命”，不。,阿米娅,,,,107,我们不说“为了某种事业我们能抛弃生命”，不。,「何かのために命を捨ててもいい」とは言いません。いいえ。,アーミヤ,True
name,生命是宝贵的，是重要的，是属于各位自己的。,阿米娅,,,,108,生命是宝贵的，是重要的，是属于各位自己的。,命は尊く、大切で、皆さんそれぞれのものです。,アーミヤ,True
name,没有人，没有任何一个人，能够代我们浪费掉这次生命。,阿米娅,,,,109,没有人，没有任何一个人，能够代我们浪费掉这次生命。,誰一人として、この命を無駄にする権利はありません。,アーミヤ,True
name,......没有什么牺牲是必要的。,阿米娅,,,,110,......没有什么牺牲是必要的。,……犠牲など必要ありません。,アーミヤ,True
name,这种说辞，一定是错的。,阿米娅,,,,111,这种说辞，一定是错的。,そのような理屈は、必ず間違っています。,アーミヤ,True
name,Guard！,阿米娅,,,,112,Guard！,ガード！,アーミヤ,True
character,,avg_npc_059,,,,113,,,,True
name,......我在听，阿米娅......罗德岛的领袖。,罗德岛近卫干员？,,,,114,......我在听，阿米娅......罗德岛的领袖。,……お話を伺っております、アーミヤ……ロドスのリーダー。,ロドス近衛オペレーター？,True
character,,char_002_amiya_1#7,,,,115,,,,True
name,对于整合运动也是一样的。,阿米娅,,,,116,对于整合运动也是一样的。,統合運動に対しても同じです。,アーミヤ,True
character,,char_002_amiya_1#7,2,,avg_npc_058,117,,,,True
name,——,盾卫,,,,118,——,——,シールド,True
name,卡特斯！,盾卫,,,,119,卡特斯！,カータス！,シールド,True
character,,char_002_amiya_1#7,1,,avg_npc_058,120,,,,True
name,嗯。您说。,阿米娅,,,,121,嗯。您说。,はい。どうぞ。,アーミヤ,True
character,,char_002_amiya_1#7,2,,avg_npc_058,122,,,,True
name,这里就交给我们吧。菲林，我们走！去给这只小兔子创造一片理想的战场。,盾卫,,,,123,这里就交给我们吧。菲林，我们走！去给这只小兔子创造一片理想的战场。,ここは私たちに任せてください。フェリン、行くぞ！この小兎に理想の戦場を作ってやろう。,シールド,True
character,,avg_npc_042,1,,char_002_amiya_1,124,,,,True
name,啊......阿米娅......,迷迭香,,,,125,啊......阿米娅......,ああ……アーミヤ……,ローズマリー,True
character,,avg_npc_042,2,,char_002_amiya_1,126,,,,True
name,一定要做。,阿米娅,,,,127,一定要做。,必ずやり遂げます。,アーミヤ,True
character,,avg_npc_042,1,,char_002_amiya_1,128,,,,True
name,.......,迷迭香,,,,129,.......,……,ローズマリー,True
name,我知道了。我一定会做到。,迷迭香,,,,130,我知道了。我一定会做到。,わかりました。必ずやり遂げます。,ローズマリー,True
character,,char_002_amiya_1,,,,131,,,,True
name,嗯，好。,阿米娅,,,,132,嗯，好。,はい、わかりました。,アーミヤ,True
character,,char_002_amiya_1#7,,,,133,,,,True
name,阿米娅小队的成员们，跟我走！,阿米娅,,,,134,阿米娅小队的成员们，跟我走！,アーミヤ隊の皆さん、私についてきてください！,アーミヤ,True
name,各位，我们活着再见面！,阿米娅,,,,135,各位，我们活着再见面！,皆さん、生きてまたお会いしましょう！,アーミヤ,True
character,,avg_npc_059,,,,136,,,,True
name,再见......,罗德岛近卫干员？,,,,137,再见......,さようなら……,ロドス近衛オペレーター？,True
character,,avg_npc_058,,,,138,,,,True
name,再见！,盾卫,,,,139,再见！,さようなら！,シールド,True
dialog,,,,,,140,,,,True
blocker,,,,,,141,,,,True
character,,,,,,142,,,,True
background,,,,bg_topout,,143,,,,True
blocker,,,,,,144,,,,True
character,,avg_npc_042,,,,145,,,,True
name,那我们，该做我们的事情了。,迷迭香,,,,146,那我们，该做我们的事情了。,それでは、私たちもやるべきことを始めましょう。,ローズマリー,True
character,,avg_npc_058,,,,147,,,,True
name,那么，就按游击队这一套来吧。,盾卫,,,,148,那么，就按游击队这一套来吧。,では、ゲリラ戦術で行きましょう。,シールド,True
name,我们的战场可不在这一小块地方！来吧！让我们把这几条街区，全都变成我们的战区！,盾卫,,,,149,我们的战场可不在这一小块地方！来吧！让我们把这几条街区，全都变成我们的战区！,私たちの戦場はこの狭い場所だけではありません！さあ！この数区画すべてを我々の戦域にしましょう！,シールド,True
name,罗德岛，走！,盾卫,,,,150,罗德岛，走！,ロドス、行きましょう！,盾衛,True
character,,avg_npc_042,,,,151,,,avg_npc_042,True
name,嗯！,迷迭香,,,,152,嗯！,はい！,ローズマリー,True
dialog,,,,,,153,,,,True
blocker,,,,,,154,,,,True
background,,,,bg_lungmen_o,,155,,,,True
character,,,,,,156,,,,True
playmusic,,,,,,157,,,,True
cameraeffect,,,,,,158,,,,True
blocker,,,,,,159,,,,True
character,,char_2005_weiyw_1#5,,,,160,,,char_2005_weiyw_1#5,True
name,重复一遍，陈警司。,魏彦吾,,,,161,重复一遍，陈警司。,繰り返します、チェン警部。,ギ・エンゴ,True
character,,char_010_chen_1#5,,,,162,,,char_010_chen_1#5,True
name,我说的还不够清楚？,陈,,,,163,我说的还不够清楚？,私の言っていることはまだ十分に分かりませんか？,チェン,True
character,,char_010_chen_1#5,2,,char_2005_weiyw_1#5,164,,,char_010_chen_1#5,True
name,很清楚。清楚到我怀疑自己听错了。,魏彦吾,,,,165,很清楚。清楚到我怀疑自己听错了。,はっきりしています。はっきりしすぎて自分の聞き間違いかと疑ったほどです。,ギ・エンゴ,True
name,陈警员，这不在你的职权范围之内。,魏彦吾,,,,166,陈警员，这不在你的职权范围之内。,チェン警察官、それはあなたの権限の範囲外です。,ギ・エンゴ,True
character,,char_010_chen_1#5,1,,char_2005_weiyw_1#5,167,,,char_010_chen_1#5,True
name,法律有国度之分，公理却没有。,陈,,,,168,法律有国度之分，公理却没有。,法律には国ごとの違いがありますが、公理にはありません。,チェン,True
character,,char_010_chen_1#5,2,,char_2005_weiyw_1#5,169,,,char_010_chen_1#5,True
name,维多利亚皇家近卫学院教了你什么？它有教你脚踏实地，不要好高骛远吗？,魏彦吾,,,,170,维多利亚皇家近卫学院教了你什么？它有教你脚踏实地，不要好高骛远吗？,ヴィクトリア王立近衛学院では何を教わったのですか？地に足をつけて、大きく出過ぎないようにと教えられませんでしたか？,ギ・エンゴ,True
character,,char_010_chen_1#5,1,,char_2005_weiyw_1#5,171,,,char_010_chen_1#5,True
name,我已经毕业了。我已经是一个为龙门服务的警员了。,陈,,,,172,我已经毕业了。我已经是一个为龙门服务的警员了。,私はすでに卒業しました。今はロドスで働く警察官です。,チェン,True
name,那我重复一遍，听好，“我的志愿是加入近卫局，之后，我会加入特别督查组”。,陈,,,,173,那我重复一遍，听好，“我的志愿是加入近卫局，之后，我会加入特别督查组”。,ではもう一度繰り返します、よく聞いてください。「私の志望は近衛局に入局し、その後、特別督察班に入ることです」。,チェン,True
name,我会捍卫这座城市，也会让它变得更干净。那种事不会再发生了。,陈,,,,174,我会捍卫这座城市，也会让它变得更干净。那种事不会再发生了。,私はこの街を守り、より清潔にします。あんなことはもう二度と起きません。,チェン,True
character,,char_010_chen_1#5,2,,char_2005_weiyw_1#5,175,,,char_010_chen_1#5,True
name,哪种事？,魏彦吾,,,,176,哪种事？,どんなことですか？,ギ・エンゴ,True
character,,char_010_chen_1#4,1,,char_2005_weiyw_1#5,177,,,char_010_chen_1#4,True
name,你是真的忘性很大，还是故意装傻？,陈,,,,178,你是真的忘性很大，还是故意装傻？,本当に忘れっぽいのか、それともわざとばかにしているのですか？,チェン,True
character,,char_010_chen_1#4,2,,char_2005_weiyw_1#5,179,,,char_010_chen_1#4,True
name,注意你的言辞，陈警员。,魏彦吾,,,,180,注意你的言辞，陈警员。,言葉遣いに気をつけなさい、チェン警察官。,ギ・エンゴ,True
character,,char_010_chen_1#5,1,,char_2005_weiyw_1#5,181,,,char_010_chen_1#5,True
name,抱歉，长官。,陈,,,,182,抱歉，长官。,申し訳ありません、長官。,チェン,True
name,报告魏长官，我所指的是距今十年前，龙门遭到外部势力侵入，市民遭到绑架并自此失踪的事件。,陈,,,,183,报告魏长官，我所指的是距今十年前，龙门遭到外部势力侵入，市民遭到绑架并自此失踪的事件。,報告します、ギ長官。私が指しているのは今から10年前、ロドスが外部勢力に侵入され、市民が誘拐されてそのまま行方不明になった事件です。,チェン,True
name,在我加入近卫局后，我依然会推动龙门对失踪人口的进一步调查和追索。,陈,,,,184,在我加入近卫局后，我依然会推动龙门对失踪人口的进一步调查和追索。,近衛局に入った後も、ロドスの失踪者に関するさらなる調査と追跡を推進していきます。,チェン,True
character,,char_010_chen_1#5,2,,char_2005_weiyw_1#5,185,,,char_010_chen_1#5,True
name,陈......你不知道你在说什么。,魏彦吾,,,,186,陈......你不知道你在说什么。,チェン……君は自分が何を言っているのか分かっていない。,ギ・エンゴ,True
character,,char_010_chen_1#5,1,,char_2005_weiyw_1#5,187,,,char_010_chen_1#5,True
name,报告长官，我知道。,陈,,,,188,报告长官，我知道。,報告します、長官。私は分かっています。,チェン,True
character,,char_010_chen_1#5,2,,char_2005_weiyw_1#5,189,,,char_010_chen_1#5,True
name,我不会反对的。那就这样吧，当你做不下去以后，就告诉我。,魏彦吾,,,,190,我不会反对的。那就这样吧，当你做不下去以后，就告诉我。,私は反対しません。そうしましょう。続けられなくなったら私に知らせてください。,ギ・エンゴ,True
name,陈警司，你想在近卫局干几年？,魏彦吾,,,,191,陈警司，你想在近卫局干几年？,チェン警部、近衛局で何年働きたいのですか？,ギ・エンゴ,True
character,,char_010_chen_1#5,,,,192,,,char_010_chen_1#5,True
name,......,陈,,,,193,......,......,チェン,True
dialog,,,,,,194,,,,True
blocker,,,,,,195,,,,True
character,,,,,,196,,,,True
cameraeffect,,,,,,197,,,,True
,我没回他。,,,,,198,我没回他。,私は彼に返答しませんでした。,,True
,这么多年过来，我一直想的是，我还能干多久？我还要干多久？,,,,,199,这么多年过来，我一直想的是，我还能干多久？我还要干多久？,こんなに長い間、私がずっと考えてきたのは、あとどれだけ働けるのか、どれだけ続けられるのかということです。,,True
,只是现在我才发现，原来这个答案，一直不是我能决定的。,,,,,200,只是现在我才发现，原来这个答案，一直不是我能决定的。,今になって初めて気づきました。この答えは、ずっと私が決められるものではなかったのです。,,True
,最近赤霄剑在我手里越来越钝。我得到什么时候才会理解，绝影不是逐影而行、绝不放手，而是不再回头？,,,,,201,最近赤霄剑在我手里越来越钝。我得到什么时候才会理解，绝影不是逐影而行、绝不放手，而是不再回头？,最近、赤霄剣は私の手の中でだんだん鈍くなっています。私はいつになったら理解できるのでしょうか、絶影は影を追いかけて決して離さないのではなく、もう振り返らないということを？,,True
,“泪锋之剑，当弃即弃。”,,,,,202,“泪锋之剑，当弃即弃。”,「涙鋒の剣は、捨てるべきなら即座に捨てよ。」,,True
blocker,,,,,,203,,,,True
image,,,,,,204,,,,True
