command,text_orig,key,is_skippable,fit_mode,image,width,height,fadetime,name,name2,focus,block,time,intro,volume,crossfade,delay,duration,xstrength,ystrength,vibrato,randomness,fadeout,a,r,g,b,afrom,rfrom,gfrom,bfrom,screenadapt,index,text,jp_text,jp_name,text_match
name,我有些冲动。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,66,我有些冲动。,少し感情的になってしまった。,スイグツ,True
name,只不过，确实——,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,67,只不过，确实——,ただ、本当に――,スイグツ,True
name,感染者好不容易拥有了一丝希望——整合运动。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,68,感染者好不容易拥有了一丝希望——整合运动。,感染者たちはやっと希望を持てた――レユニオンという希望を。,スイグツ,True
name,但罗德岛，他们作为感染者，却在这个时候来伤害我们，屠杀我们！,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,69,但罗德岛，他们作为感染者，却在这个时候来伤害我们，屠杀我们！,でもロドスは、同じ感染者でありながら、今こうして俺たちを傷つけ、虐殺する！,スイグツ,True
name,他们，难道不是叛徒吗？,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,70,他们，难道不是叛徒吗？,奴らは、裏切り者じゃないのか？,スイグツ,True
name,你打算和叛徒谈什么呢？！,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,71,你打算和叛徒谈什么呢？！,君は裏切り者と何を話すつもりなんだ？！,スイグツ,True
character,,,,,,,,,char_012_misa_1,char_1500_skulsr,1,,,,,,,,,,,,,,,,,,,,,,72,,,,False
name,感染者就一定要自相残杀吗？,,,,,,,,米莎,,,,,,,,,,,,,,,,,,,,,,,,73,感染者就一定要自相残杀吗？,感染者は互いに殺し合うしかないの？,ミーシャ,True
character,,,,,,,,,char_012_misa_1,char_1500_skulsr,2,,,,,,,,,,,,,,,,,,,,,,74,,,,False
name,那我该怎么办呢......,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,75,那我该怎么办呢......,じゃあ俺はどうすれば……,スイグツ,True
name,难道要我任由同胞死去吗？,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,76,难道要我任由同胞死去吗？,仲間が死ぬのを黙って見ていればいいのか？,スイグツ,True
character,,,,,,,,,char_012_misa_1,char_1500_skulsr,1,,,,,,,,,,,,,,,,,,,,,,77,,,,False
name,......,,,,,,,,米莎,,,,,,,,,,,,,,,,,,,,,,,,78,......,……,ミーシャ,True
character,,,,,,,,,char_012_misa_1,char_1500_skulsr,2,,,,,,,,,,,,,,,,,,,,,,79,,,,False
name,没事的。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,80,没事的。,大丈夫だ。,スイグツ,True
name,我们会保护你的。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,81,我们会保护你的。,俺たちは君を守る。,スイグツ,True
name,你也要，保护好自己......,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,82,你也要，保护好自己......,君も、自分をちゃんと守って……,スイグツ,True
name,别被战斗波及。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,83,别被战斗波及。,戦闘に巻き込まれないようにな。,スイグツ,True
name,千万要小心......,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,84,千万要小心......,絶対に気をつけて……,スイグツ,True
character,,,,,,,,,char_012_misa_1,char_1500_skulsr,1,,,,,,,,,,,,,,,,,,,,,,85,,,,False
name,你......一定要回来......,,,,,,,,米莎,,,,,,,,,,,,,,,,,,,,,,,,86,你......一定要回来......,あなた……必ず戻ってきて……,ミーシャ,True
name,我好不容易才......,,,,,,,,米莎,,,,,,,,,,,,,,,,,,,,,,,,87,我好不容易才......,やっとの思いで……,ミーシャ,True
character,,,,,,,,,char_1500_skulsr,,,,,,,,,,,,,,,,,,,,,,,,88,,,,False
background,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,False
name,嗯，我会回来找你的。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,90,嗯，我会回来找你的。,ああ、君を迎えに来るよ。,スイグツ,True
name,到时候，我们一起回家——,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,91,到时候，我们一起回家——,その時は、一緒に家へ帰ろう――,スイグツ,True
character,,,,,,,,,char_012_misa_1,,,,,,,,,,,,,,,,,,,,,,,,92,,,,False
name,......嗯。,,,,,,,,米莎,,,,,,,,,,,,,,,,,,,,,,,,93,......嗯。,……うん。,ミーシャ,True
dialog,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,False
character,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,False
delay,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,96,,,,False
background,,,,,bg_wild_a,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,coverall,97,,,,False
character,,,,,,,,,char_1504_cqbw,,,,,,,,,,,,,,,,,,,,,,,,98,,,,False
name,哟呵。,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,99,哟呵。,やっほー。,W,True
name,还是需要我帮你吧？,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,100,还是需要我帮你吧？,やっぱり私の手助けが必要かな？,W,True
character,,,,,,,,,char_1504_cqbw,char_1500_skulsr,2,,,,,,,,,,,,,,,,,,,,,,101,,,,False
name,没错。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,102,没错。,その通りだ。,スイグツ,True
name,其实......我觉得事情，和塔露拉说的，有些不一样。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,103,其实......我觉得事情，和塔露拉说的，有些不一样。,実は……タルラが言ってることと、少し違う気がする。,スイグツ,True
name,敌人比我们想象的要强。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,104,敌人比我们想象的要强。,敵は俺たちが思っているより強い。,スイグツ,True
name,所以，你必须保护米莎。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,105,所以，你必须保护米莎。,だから、君がミーシャを守ってくれ。,スイグツ,True
character,,,,,,,,,char_1504_cqbw,char_1500_skulsr,1,,,,,,,,,,,,,,,,,,,,,,106,,,,False
name,我没有这个义务吧？,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,107,我没有这个义务吧？,私にそんな義務はないでしょ？,W,True
character,,,,,,,,,char_1504_cqbw,char_1500_skulsr,2,,,,,,,,,,,,,,,,,,,,,,108,,,,False
name,你有。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,109,你有。,あるさ。,スイグツ,True
character,,,,,,,,,char_1504_cqbw,char_1500_skulsr,1,,,,,,,,,,,,,,,,,,,,,,110,,,,False
name,行，行。,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,111,行，行。,はいはい。,W,True
name,但，光是保护米莎，并不太够吧？,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,112,但，光是保护米莎，并不太够吧？,でも、ミーシャを守るだけじゃ足りないんじゃない？,W,True
name,如果失败，他们始终会追上来的。,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,113,如果失败，他们始终会追上来的。,失敗したら、彼らは絶対追いついてくるからね。,W,True
character,,,,,,,,,char_1504_cqbw,char_1500_skulsr,2,,,,,,,,,,,,,,,,,,,,,,114,,,,False
name,——,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,115,——,――,スイグツ,True
name,你有什么办法？,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,116,你有什么办法？,何か策はあるか？,スイグツ,True
character,,,,,,,,,char_1504_cqbw,char_1500_skulsr,1,,,,,,,,,,,,,,,,,,,,,,117,,,,False
name,碎骨，我和你说过吧？,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,118,碎骨，我和你说过吧？,スイグツ、前にも言ったよね？,W,True
character,,,,,,,,,char_1504_cqbw,char_1500_skulsr,2,,,,,,,,,,,,,,,,,,,,,,119,,,,False
name,......我记得。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,120,......我记得。,……覚えている。,スイグツ,True
name,——只要干掉那个目标，战局就能瞬间逆转。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,121,——只要干掉那个目标，战局就能瞬间逆转。,――あのターゲットを倒せば、戦局は一気に逆転する。,スイグツ,True
name,博士......,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,122,博士......,ドクター……,スイグツ,True
character,,,,,,,,,char_1504_cqbw,char_1500_skulsr,1,,,,,,,,,,,,,,,,,,,,,,123,,,,False
name,没错哦。杀死敌方指挥官，很简单吧。,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,124,没错哦。杀死敌方指挥官，很简单吧。,そうそう。敵の指揮官を殺す、それだけでしょ。,W,True
name,就是兔子身边那个，带着兜帽的家伙。,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,125,就是兔子身边那个，带着兜帽的家伙。,ウサギのそばにいる、フードをかぶった奴さ。,W,True
name,罗德岛所有的战斗都是这个家伙在指挥。,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,126,罗德岛所有的战斗都是这个家伙在指挥。,ロドスの戦いは全部あいつが指揮してる。,W,True
name,只要杀掉他，喀！,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,127,只要杀掉他，喀！,あいつを殺せば、カッ！,W,True
name,罗德岛的大脑就坏死了。,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,128,罗德岛的大脑就坏死了。,ロドスの頭脳は機能しなくなるよ。,W,True
name,什么会变得简单的~,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,129,什么会变得简单的~,何もかも簡単になるよ〜,W,True
name,我们的人不多了，可用的战术也很少。,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,130,我们的人不多了，可用的战术也很少。,私たちの手駒も少ないし、使える戦術もほとんどない。,W,True
name,在矿场前面有一个很好的埋伏圈。,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,131,在矿场前面有一个很好的埋伏圈。,鉱山の前に絶好の待ち伏せポイントがある。,W,True
name,我这里的术师会帮你做些掩护——你知道该做什么吧？,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,132,我这里的术师会帮你做些掩护——你知道该做什么吧？,うちの術師がカバーしてあげる――何をすべきか、分かってるでしょ？,W,True
name,我的部下会把他们引过来的。,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,133,我的部下会把他们引过来的。,私の部下が奴らを誘導するよ。,W,True
name,好好把握这个机会~,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,134,好好把握这个机会~,このチャンス、しっかり活かしてね〜,W,True
character,,,,,,,,,char_1504_cqbw,char_1500_skulsr,2,,,,,,,,,,,,,,,,,,,,,,135,,,,False
name,我明白。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,136,我明白。,分かった。,スイグツ,True
name,——帮我照顾好米莎。,,,,,,,,碎骨,,,,,,,,,,,,,,,,,,,,,,,,137,——帮我照顾好米莎。,――ミーシャを頼んだ。,スイグツ,True
character,,,,,,,,,char_1504_cqbw,char_1500_skulsr,1,,,,,,,,,,,,,,,,,,,,,,138,,,,False
name,没问题~,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,139,没问题~,問題ないよ〜,W,True
name,呼。那么......祝你好运。,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,140,呼。那么......祝你好运。,ふぅ。じゃあ……幸運を祈るよ。,W,True
delay,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,141,,,,False
blocker,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,142,,,,False
