command,text_orig,name,focus,image,name2,index,text,jp_text,jp_name,text_match
character,,char_136_hsguma,,,,49,,,char_136_hsguma,True
name,喂喂，这不是你自己家门吗，你就这么切开了？,星熊,,,,50,喂喂，这不是你自己家门吗，你就这么切开了？,おいおい、ここ自分の家のドアだろ？そんなふうに切っちゃっていいのか？,ホシグマ,True
character,,char_010_chen_1#1,,,,51,,,char_010_chen_1#1,True
name,我没带钥匙。整合运动刚刚也在侧墙上开过洞了，他们造成了些意外的破坏也是有可能的。,陈,,,,52,我没带钥匙。整合运动刚刚也在侧墙上开过洞了，他们造成了些意外的破坏也是有可能的。,鍵を持っていません。レユニオンもちょうど側面の壁に穴を開けたんです、彼らが予想外の破壊をした可能性もあります。,チェン,True
character,,char_136_hsguma,,,,53,,,char_136_hsguma,True
name,你说是——算了，那就是吧。,星熊,,,,54,你说是——算了，那就是吧。,そういうことなら――まあ、そういうことにしておくよ。,ホシグマ,True
dialog,,,,,,55,,,,True
blocker,,,,,,56,,,,True
delay,,,,,,57,,,,True
character,,,,,,58,,,,True
background,,,,bg_home,,59,,,,True
blocker,,,,,,60,,,,True
character,,char_136_hsguma,2,,char_010_chen_1#1,61,,,char_136_hsguma,True
name,不用脱鞋了。,陈,,,,62,不用脱鞋了。,靴を脱がなくてもいいです。,チェン,True
character,,char_136_hsguma,1,,char_010_chen_1#1,63,,,char_136_hsguma,True
name,这真行吗？老陈，认真回答我，你是不是有点讨厌你爸？,星熊,,,,64,这真行吗？老陈，认真回答我，你是不是有点讨厌你爸？,本当にそれでいいのか？チェン、真面目に答えてくれ。お前、お父さんのことちょっと嫌ってるんじゃないか？,ホシグマ,True
character,,char_136_hsguma,2,,char_010_chen_1#1,65,,,char_136_hsguma,True
name,他不配当我父亲。,陈,,,,66,他不配当我父亲。,彼には父親の資格はありません。,チェン,True
character,,char_136_hsguma,1,,char_010_chen_1#1,67,,,char_136_hsguma,True
name,行。,星熊,,,,68,行。,わかった。,ホシグマ,True
name,如果没记错，你从维多利亚毕业以后，一回龙门就直接进了近卫局。,星熊,,,,69,如果没记错，你从维多利亚毕业以后，一回龙门就直接进了近卫局。,もし間違っていなければ、お前はヴィクトリアを卒業した後、龍門に戻ってすぐ近衛局に入ったんだよな。,ホシグマ,True
character,,char_136_hsguma,2,,char_010_chen_1#1,70,,,char_136_hsguma,True
name,那时候我住宿舍。,陈,,,,71,那时候我住宿舍。,その時、私は寮に住んでいました。,チェン,True
character,,char_136_hsguma,1,,char_010_chen_1#1,72,,,char_136_hsguma,True
name,所以你一次也没回来过。,星熊,,,,73,所以你一次也没回来过。,だから、一度も帰ってこなかったんだな。,ホシグマ,True
character,,char_136_hsguma,2,,char_010_chen_1#1,74,,,char_136_hsguma,True
name,我对这里没有一点留恋。,陈,,,,75,我对这里没有一点留恋。,私はここに未練は全くありません。,チェン,True
character,,char_136_hsguma,1,,char_010_chen_1#1,76,,,char_136_hsguma,True
name,一般嘴上这么说的人，心里头的事情多得很。,星熊,,,,77,一般嘴上这么说的人，心里头的事情多得很。,そう口では言う人ほど、心の中にはいろいろ溜め込んでるものさ。,ホシグマ,True
character,,char_136_hsguma,,,,78,,,char_136_hsguma,True
name,你对那个什么高价值目标，有头绪吗？,星熊,,,,79,你对那个什么高价值目标，有头绪吗？,あの高価値目標について、何か手がかりはあるか？,ホシグマ,True
name,老陈？,星熊,,,,80,老陈？,チェン？,ホシグマ,True
dialog,,,,,,81,,,,True
character,,char_010_chen_1#1,,,,82,,,char_010_chen_1#1,True
delay,,,,,,83,,,,True
character,,char_136_hsguma,,,,84,,,char_136_hsguma,True
name,......,星熊,,,,85,......,......,ホシグマ,True
name,又沉浸在自己的小世界里了。,星熊,,,,86,又沉浸在自己的小世界里了。,また自分の小さな世界に入り込んでるな。,ホシグマ,True
name,老陈，门口等你，走的时候叫我。,星熊,,,,87,老陈，门口等你，走的时候叫我。,チェン、玄関で待ってるぞ。出る時に呼んでくれ。,ホシグマ,True
stopmusic,,,,,,88,,,,True
dialog,,,,,,89,,,,True
character,,,,,,90,,,,True
blocker,,,,,,91,,,,True
delay,,,,,,92,,,,True
background,,,,,,93,,,,True
blocker,,,,,,94,,,,True
,玩具要摆放整齐。,,,,,95,玩具要摆放整齐。,おもちゃはきちんと並べておくこと。,,True
,不准走出家门。,,,,,96,不准走出家门。,勝手に家を出てはいけない。,,True
,和别人说话要经过允许。,,,,,97,和别人说话要经过允许。,他人と話すには許可を得ること。,,True
,没同意前不准直视大人的眼睛。,,,,,98,没同意前不准直视大人的眼睛。,許可がない限り、大人の目を直接見てはいけない。,,True
dialog,,,,,,99,,,,True
blocker,,,,,,100,,,,True
delay,,,,,,101,,,,True
playmusic,,,,,,102,,,,True
background,,,,bg_home,,103,,,,True
character,,,,,,104,,,,True
blocker,,,,,,105,,,,True
character,,char_010_chen_1#1,,,,106,,,char_010_chen_1#1,True
name,......,陈,,,,107,......,......,陳,True
name,居然一直有在打扫。,陈,,,,108,居然一直有在打扫。,ずっと掃除していたんだな。,陳,True
name,哼，一直空着这个房间留给我，真够宽容的，还是说觉得我是丧门星？,陈,,,,109,哼，一直空着这个房间留给我，真够宽容的，还是说觉得我是丧门星？,ふん、この部屋をずっと空けて私のために残しておくなんて、本当に寛大だな。それとも、私は不幸を呼ぶ女だとでも思っているのか？,陳,True
name,等等，照片，对，照片......,陈,,,,110,等等，照片，对，照片......,待て、写真だ、そう、写真……。,陳,True
dialog,,,,,,111,,,,True
character,,,,,,112,,,,True
blocker,,,,,,113,,,,True
delay,,,,,,114,,,,True
background,,,,,,115,,,,True
stopmusic,,,,,,116,,,,True
blocker,,,,,,117,,,,True
,你得不到我的爱，一点也得不到。,,,,,118,你得不到我的爱，一点也得不到。,あなたは私の愛を、少しも手に入れることはできません。,,True
,对不起，很对不起，但我无法忍受你，光是看到你，我都恨到想要挠破自己的胳膊。,,,,,119,对不起，很对不起，但我无法忍受你，光是看到你，我都恨到想要挠破自己的胳膊。,ごめんなさい、本当にごめんなさい。でもあなたには耐えられません。あなたを見るだけで、自分の腕を掻き壊したくなるほど憎いです。,,True
,你们都让我无法忍受。我太自私了，我确实没法再坚持下去了。,,,,,120,你们都让我无法忍受。我太自私了，我确实没法再坚持下去了。,あなたたちは私を耐えられなくしています。私はとても自分勝手です。本当にもうこれ以上続けられません。,,True
,你们会明白的，总有一天。要恨就恨吧。我恨你，你也恨我。那是最好的。,,,,,121,你们会明白的，总有一天。要恨就恨吧。我恨你，你也恨我。那是最好的。,あなたたちもいつか必ず理解するでしょう。憎みたければ憎んでください。私はあなたを憎んでいる、あなたも私を憎んでください。それが一番良いのです。,,True
dialog,,,,,,122,,,,True
blocker,,,,,,123,,,,True
delay,,,,,,124,,,,True
playmusic,,,,,,125,,,,True
character,,,,,,126,,,,True
cameraeffect,,,,,,127,,,,True
image,,,,avg_5_photo,,128,,,,True
blocker,,,,,,129,,,,True
cameraeffect,,,,,,130,,,,True
name,在这。,陈,,,,131,在这。,ここにある。,陳,True
name,我还以为已经丢了，这么早的照片......,陈,,,,132,我还以为已经丢了，这么早的照片......,もうなくしたと思っていた、こんなに古い写真……。,陳,True
name,不对......他们难道在找这个？,陈,,,,133,不对......他们难道在找这个？,違う……彼らはこれを探しているのか？,陳,True
name,怎么回事，整合运动究竟在做什么？难道你的大脑也出问题了吗？,陈,,,,134,怎么回事，整合运动究竟在做什么？难道你的大脑也出问题了吗？,どういうことだ、インテグレートムーブメントは一体何をしている？まさかお前の頭も何かおかしくなったのか？,陳,True
name,我一定会帮你，但你在想什么？为什么是现在，为什么是这里？,陈,,,,135,我一定会帮你，但你在想什么？为什么是现在，为什么是这里？,私は必ず助けるが、お前は何を考えている？なぜ今で、なぜここなんだ？,陳,True
name,呵......也是。你不会回答我。,陈,,,,136,呵......也是。你不会回答我。,は……そうだよな。お前は私に答えないだろう。,陳,True
dialog,,,,,,137,,,,True
blocker,,,,,,138,,,,True
image,,,,,,139,,,,True
background,,,,bg_uptown_2,,140,,,,True
character,,,,,,141,,,,True
blocker,,,,,,142,,,,True
character,,char_136_hsguma,,,,143,,,char_136_hsguma,True
name,啊，你终于出来了。,星熊,,,,144,啊，你终于出来了。,ああ、やっと出てきたんだな。,星熊,True
character,,char_136_hsguma,2,,char_010_chen_1#1,145,,,char_136_hsguma,True
name,走。,陈,,,,146,走。,行くぞ。,陳,True
character,,char_136_hsguma,1,,char_010_chen_1#1,147,,,char_136_hsguma,True
name,有头绪了？还要再玩会儿毛线球什么的不？,星熊,,,,148,有头绪了？还要再玩会儿毛线球什么的不？,何かわかったか？それとも、まだ毛糸玉で遊びたいのか？,星熊,True
character,,char_136_hsguma,2,,char_010_chen_1#1,149,,,char_136_hsguma,True
name,你还有心思开玩笑。,陈,,,,150,你还有心思开玩笑。,あなたはまだ冗談を言う余裕があるのですね。,チェン,True
character,,char_136_hsguma,1,,char_010_chen_1#1,151,,,char_136_hsguma,True
name,我觉得你心情比刚才好上了那么一点。,星熊,,,,152,我觉得你心情比刚才好上了那么一点。,さっきより少し気分が良くなったように見えますね。,ホシグマ,True
character,,char_136_hsguma,2,,char_010_chen_1#1,153,,,char_136_hsguma,True
name,就像你说的，也许我有些头绪了。,陈,,,,154,就像你说的，也许我有些头绪了。,あなたの言う通り、もしかしたら私にも少し考えが浮かんだかもしれません。,チェン,True
character,,char_136_hsguma,1,,char_010_chen_1#1,155,,,char_136_hsguma,True
name,对了，根据报告，周遭的整合运动确实溃散了，原先分配好的警力正在驱赶他们。,星熊,,,,156,对了，根据报告，周遭的整合运动确实溃散了，原先分配好的警力正在驱赶他们。,そういえば、報告によると、周辺のレユニオンは確かに壊滅し、配備されていた警察が彼らを追い払っているとのことです。,ホシグマ,True
character,,char_136_hsguma,2,,char_010_chen_1#1,157,,,char_136_hsguma,True
name,那就好。我们的道路又畅通了一些，也更接近目标了。,陈,,,,158,那就好。我们的道路又畅通了一些，也更接近目标了。,それは良かったです。我々の進路もまた少し開けて、目標にも近づきました。,チェン,True
name,近卫局诸位，整队出发！让我们去把龙门拿回来！,陈,,,,159,近卫局诸位，整队出发！让我们去把龙门拿回来！,近衛局の皆さん、隊列を整えて出発しましょう！龍門を取り戻しに行きます！,チェン,True
delay,,,,,,160,,,,True
dialog,,,,,,161,,,,True
blocker,,,,,,162,,,,True
image,,,,,,163,,,,True
